budget,actual_cost,revenue,profit,profit_margin,schedule_delay,project_duration,team_size,labor_cost,resource_utilization,margin_risk
83706.94,79693.11,101368.55,21675.44,0.214,0,5,15,24534.71,0.66,0
602254.51,673203.96,741836.19,68632.23,0.093,1,7,18,169239.77,0.55,1
86797.18,91931.94,106808.34,14876.4,0.139,0,2,20,26807.97,0.74,0
120380.97,118001.14,139293.07,21291.94,0.153,0,5,11,37085.81,0.67,0
149605.03,166394.27,183204.51,16810.24,0.092,0,7,9,50681.99,0.68,1
712927.25,776347.01,811960.88,35613.87,0.044,0,8,13,248342.9,0.89,0
585859.64,515470.55,695587.66,180117.11,0.259,1,7,5,175838.29,0.75,0
127508.38,121240.97,146786.0,25545.04,0.174,1,8,18,33612.2,0.73,0
1580655.24,1542572.41,1943762.74,401190.32,0.206,2,15,17,499883.69,0.63,0
1191991.87,1259671.26,1397895.04,138223.79,0.099,2,13,17,436953.49,0.93,0
1718151.38,1475400.15,2079562.14,604161.99,0.291,1,17,18,359784.16,0.65,0
103288.42,120621.3,128261.11,7639.82,0.06,0,7,12,38610.19,0.73,1
897370.57,856885.43,1089692.68,232807.24,0.214,1,8,11,212810.5,0.79,0
503502.85,553100.86,604061.76,50960.9,0.084,0,9,19,147972.67,0.62,0
1327854.03,1465554.63,1480023.67,14469.04,0.01,3,12,25,404257.4,0.82,1
112652.24,111671.92,130786.3,19114.38,0.146,0,13,14,29437.28,0.69,0
479484.86,465620.44,567599.8,101979.36,0.18,0,8,16,137733.01,0.8,0
102247.06,107037.28,114013.54,6976.26,0.061,0,3,4,35080.68,0.59,0
549199.64,627163.47,700389.05,73225.58,0.105,1,9,7,224359.45,0.59,1
113531.43,141557.82,118997.96,-22559.86,-0.19,0,5,12,33538.53,0.81,0
790307.08,652672.79,970293.89,317621.09,0.327,0,14,20,205541.92,0.79,0
1349341.26,1539473.46,1606971.31,67497.85,0.042,0,9,14,533889.81,0.79,0
155675.11,152708.69,186521.48,33812.8,0.181,0,13,13,45596.15,0.95,0
179870.27,186203.86,215101.26,28897.41,0.134,0,2,12,43418.36,0.58,0
122548.09,131763.44,142988.72,11225.29,0.079,0,6,15,36023.38,0.77,0
704062.79,748706.96,885915.23,137208.27,0.155,0,13,19,236089.17,0.81,0
620276.44,621920.12,672782.66,50862.55,0.076,1,9,13,140742.03,0.88,0
1199236.31,1195926.83,1435527.43,239600.6,0.167,3,16,24,378194.37,0.65,0
598940.56,591522.96,698889.2,107366.24,0.154,0,6,19,137838.13,0.85,0
997731.86,1126622.8,1184741.14,58118.34,0.049,0,10,15,355864.2,0.73,0
692244.18,759367.37,878585.08,119217.71,0.136,1,10,14,188006.74,0.75,1
165258.31,155072.61,197571.81,42499.19,0.215,0,5,7,38784.89,0.8,0
440129.59,465765.5,528657.76,62892.26,0.119,0,8,12,168226.79,0.75,0
178441.02,174058.13,225095.71,51037.58,0.227,0,8,12,47304.2,0.88,0
578462.76,569709.31,663462.41,93753.1,0.141,1,10,19,174296.48,0.63,1
180917.44,169108.26,208514.39,39406.12,0.189,1,10,11,38562.45,0.64,0
1814013.81,1698724.79,2338145.26,639420.47,0.273,1,13,20,621530.6,0.66,1
121125.42,120227.52,145834.98,25607.46,0.176,0,2,26,30405.63,0.72,0
1549757.71,1489658.09,1750798.45,261140.37,0.149,2,16,17,455364.85,0.78,0
559744.31,604362.69,656629.72,52267.03,0.08,1,13,16,168415.79,0.74,0
1145074.35,1277680.63,1378613.77,100933.14,0.073,0,8,29,482650.9,0.62,1
448128.84,452257.63,531865.54,79607.91,0.15,1,10,11,143956.14,0.74,0
120072.14,118328.6,134196.2,15867.6,0.118,0,7,14,30317.32,0.7,0
91114.43,90563.18,113117.33,22554.15,0.199,0,4,17,21904.63,0.95,0
166743.21,167781.13,201800.83,34019.7,0.169,0,10,7,44215.94,0.62,0
527524.01,577928.89,640068.37,62139.48,0.097,0,10,8,146293.2,0.66,1
2116227.73,2241609.44,2601526.41,359916.97,0.138,0,13,25,731806.5,0.75,0
178337.31,151679.87,198566.58,46886.72,0.236,0,3,13,57307.22,0.94,0
856906.71,937076.15,987962.34,50886.18,0.052,0,11,10,214207.69,0.64,0
456437.84,475465.11,582767.1,107301.99,0.184,0,10,18,121165.93,0.71,0
1783985.49,2011691.75,2140709.99,129018.24,0.06,3,14,15,639918.17,0.62,1
1921013.6,1842571.93,2245235.64,402663.71,0.179,1,18,23,671343.04,0.88,0
123818.48,130471.37,148076.89,17605.52,0.119,1,9,4,36800.13,0.7,1
86722.97,93537.05,99380.46,5843.41,0.059,0,8,9,30136.87,0.62,0
870229.26,750622.23,972841.31,222219.08,0.228,1,5,15,263699.64,0.69,1
1404455.46,1446038.62,1712087.47,266048.84,0.155,0,14,21,468341.31,0.79,0
137036.44,151436.18,175843.24,24407.06,0.139,0,4,7,47250.82,0.73,0
191016.58,186807.22,244588.38,57781.16,0.236,0,9,14,65327.7,0.9,0
1229723.66,1247353.44,1506568.72,259215.27,0.172,0,6,13,412803.14,0.7,0
50000.0,49008.39,60986.51,11978.12,0.196,0,8,10,10843.36,0.89,0
375204.68,408845.99,423588.86,14742.87,0.035,0,5,3,110961.14,0.81,0
87037.64,97228.29,95832.98,-1395.31,-0.015,1,8,17,25214.44,0.84,0
1360214.71,1350442.13,1746778.44,396336.3,0.227,1,14,13,424909.34,0.93,0
442025.38,424165.99,534966.48,110800.48,0.207,1,8,15,110886.41,0.83,0
98348.04,108132.14,121939.04,13806.9,0.113,0,5,10,25901.29,0.95,0
641349.48,736739.69,714292.01,-22447.68,-0.031,0,9,18,198160.49,0.68,0
665031.24,705721.65,890350.98,184629.33,0.207,0,5,17,230508.63,0.77,0
1396375.37,1527119.62,1724615.87,197496.26,0.115,1,10,17,426835.06,0.85,0
107584.15,128874.31,131921.54,3047.23,0.023,0,3,14,44058.0,0.62,1
174431.45,188819.67,204639.6,15819.93,0.077,0,3,8,52904.17,0.5,1
1979736.97,2301348.82,2375787.19,74438.37,0.031,1,14,19,519646.37,0.77,0
139566.75,152583.05,158856.59,6273.54,0.039,1,6,9,56819.99,0.74,1
194567.98,211216.65,205950.75,-5265.9,-0.026,0,7,11,54479.61,0.79,0
54510.88,56493.84,64866.23,8372.39,0.129,0,6,16,21119.04,0.8,0
427538.78,412922.79,486520.75,73597.96,0.151,0,7,9,115506.4,0.7,0
1123019.04,1138876.84,1208425.0,69548.16,0.058,1,13,15,354717.26,0.63,1
1382039.7,1400615.22,1659159.8,258544.58,0.156,0,10,19,504635.61,0.61,0
1326281.52,1273561.2,1685916.26,412355.06,0.245,1,10,29,475770.56,0.5,0
124666.47,137282.98,139219.68,1936.7,0.014,2,9,21,38355.2,0.79,1
697954.43,809341.44,833368.55,24027.11,0.029,0,10,11,241321.16,0.62,0
2135040.92,2425798.25,2760278.4,334480.15,0.121,3,15,18,878057.85,0.75,1
619657.37,650448.78,719633.96,69185.18,0.096,0,2,19,206902.27,0.75,0
1620754.86,1818033.1,2047758.43,229725.33,0.112,0,11,10,583804.27,0.5,1
786954.18,934919.55,973716.76,38797.2,0.04,0,11,9,214151.17,0.7,0
420370.15,391272.21,474925.28,83653.07,0.176,0,4,9,141450.94,0.76,0
503705.04,559365.93,643388.71,84022.78,0.131,0,7,6,212397.77,0.7,0
99206.63,99737.32,117965.85,18228.52,0.155,0,6,16,37617.16,0.85,0
87611.47,92171.66,101091.14,8919.47,0.088,0,3,15,33858.5,0.82,0
595068.83,661177.08,656342.33,-4834.75,-0.007,0,8,17,184225.79,0.79,0
750274.68,853369.54,890792.66,37423.12,0.042,0,2,17,321165.0,0.85,0
132560.9,128599.24,172232.19,43632.96,0.253,0,4,9,36944.76,0.61,0
559176.84,593153.13,667838.48,74685.35,0.112,0,10,20,210177.83,0.94,0
408924.4,432609.78,466420.45,33810.68,0.072,1,10,13,114179.4,0.7,0
117479.08,137348.0,145934.9,8586.9,0.059,1,11,13,42533.35,0.78,0
558677.65,609681.04,661726.38,52045.35,0.079,0,10,15,216009.59,0.86,0
449877.08,457822.87,513275.0,55452.13,0.108,0,4,17,126805.19,0.7,0
454780.71,505940.82,520241.57,14300.75,0.027,0,12,18,189791.16,0.73,0
199262.01,213505.43,236173.59,22668.17,0.096,0,2,5,65501.61,0.71,0
90767.47,88444.49,100667.58,12223.09,0.121,0,2,13,28914.41,0.81,0
480527.91,506237.75,562069.35,55831.6,0.099,1,8,7,160841.74,0.85,1
114134.73,111424.5,130862.05,19437.55,0.149,0,9,24,30196.9,0.76,0
647775.96,619603.02,746098.41,126495.39,0.17,0,3,24,219755.03,0.82,0
824781.95,945092.47,963333.78,18241.3,0.019,0,9,15,243552.95,0.75,0
275795.84,300150.75,342918.28,42767.54,0.125,1,16,13,105650.11,0.84,0
1619258.33,1695013.1,1955729.63,260716.53,0.133,2,15,15,457918.04,0.7,0
578636.89,540681.9,679770.52,139088.62,0.205,0,7,19,180898.49,0.72,0
96675.09,107491.46,119552.52,12061.06,0.101,1,7,14,40418.54,0.64,1
131804.51,137070.62,150099.47,13028.85,0.087,0,11,6,39835.14,0.62,0
86172.43,98917.63,102683.75,3766.12,0.037,0,9,8,30960.19,0.84,0
182707.14,163515.96,200930.27,37414.31,0.186,0,8,16,54049.76,0.86,0
1683651.49,1635063.59,1886239.28,251175.69,0.133,1,17,19,499025.3,0.67,0
85606.98,83697.57,108933.11,25235.54,0.232,0,6,18,21271.88,0.87,0
1900199.46,1935669.25,2502165.03,566495.78,0.226,1,17,21,483625.54,0.56,0
160206.36,176799.7,185090.32,8290.62,0.045,3,12,12,48486.36,0.59,1
125824.68,126447.95,156458.73,30010.77,0.192,0,6,13,38134.53,0.66,0
1231384.64,1248726.49,1318636.78,69910.29,0.053,0,15,10,283580.16,0.86,0
194741.09,200313.53,219649.09,19335.55,0.088,0,2,13,71883.02,0.79,0
61028.28,66003.76,70407.98,4404.22,0.063,0,3,7,23454.9,0.74,0
691740.23,797666.79,786099.02,-11567.78,-0.015,0,5,26,186182.89,0.82,0
733184.82,702135.57,882255.11,180119.54,0.204,0,11,7,173994.68,0.73,0
109255.14,110459.85,120238.77,9778.92,0.081,2,14,7,29012.06,0.53,1
87729.18,88837.09,109778.01,20940.92,0.191,1,8,12,29351.65,0.78,0
93398.16,101521.22,112416.69,10895.48,0.097,0,2,13,27777.0,0.74,0
133312.64,147845.2,153940.39,6095.19,0.04,0,4,13,53539.07,0.88,0
667189.61,769929.94,886802.55,116872.61,0.132,1,8,21,250415.51,0.68,1
72745.8,79689.79,87034.3,7344.51,0.084,0,2,11,21788.36,0.7,0
1319848.01,1593167.71,1541852.56,-51315.15,-0.033,2,13,14,410989.9,0.78,1
190368.66,196999.99,232319.33,35319.35,0.152,0,8,10,46317.28,0.89,0
72857.09,82034.99,96589.27,14554.28,0.151,0,7,19,24544.24,0.58,1
95828.42,97816.39,110031.53,12215.14,0.111,0,4,4,34938.68,0.86,0
152194.24,140600.34,167094.82,26494.48,0.159,0,9,11,41295.19,0.66,0
1409806.79,1517361.07,1707660.82,190299.75,0.111,3,12,9,498553.68,0.89,1
50000.0,54852.63,59074.91,4222.28,0.071,0,10,10,12865.35,0.68,0
282464.61,287999.29,358630.77,70631.48,0.197,0,3,19,84366.86,0.75,0
630209.18,693933.76,714847.09,20913.33,0.029,0,9,15,185460.96,0.68,0
1464774.44,1288668.04,1641917.26,353249.22,0.215,0,17,24,333703.99,0.7,0
50000.0,50850.32,61195.89,10345.57,0.169,0,3,19,15721.66,0.6,0
528331.59,552720.22,633749.12,81028.9,0.128,0,7,16,124566.26,0.56,0
764937.67,794309.21,960066.94,165757.73,0.173,1,9,12,192995.21,0.74,1
923961.35,1115753.75,1158876.56,43122.81,0.037,2,11,11,330379.32,0.83,1
836751.4,773343.68,1055798.61,282454.93,0.268,2,10,26,170311.09,0.72,1
69007.78,64581.82,74216.14,9634.32,0.13,0,8,10,21314.82,0.86,0
1363433.83,1437571.34,1689178.66,251607.32,0.149,0,11,17,402120.15,0.79,0
1559264.59,1645043.41,1926989.07,281945.66,0.146,1,18,20,409116.6,0.78,0
93566.35,92906.21,106245.55,13339.35,0.126,0,7,9,34514.54,0.77,0
1799889.31,1878164.96,2003430.17,125265.21,0.063,0,4,25,446258.38,0.59,0
108867.59,126816.43,122912.11,-3904.32,-0.032,0,4,9,34277.26,0.78,1
99287.79,95276.84,114888.46,19611.62,0.171,0,4,15,25810.61,0.67,0
568925.75,558028.3,642732.14,84703.84,0.132,0,6,13,129800.25,0.82,0
50000.0,54348.3,58849.76,4501.46,0.076,0,4,16,15996.9,0.75,0
820756.33,947067.01,979044.9,31977.89,0.033,1,11,12,324767.88,0.78,1
809551.58,792051.21,997319.37,205268.16,0.206,0,7,17,202452.06,0.7,0
163252.68,172497.54,191397.5,18899.95,0.099,1,8,19,63028.0,0.8,0
82642.32,84995.32,90008.66,5013.34,0.056,0,7,7,18824.66,0.66,0
682305.07,686779.79,739072.6,52292.81,0.071,2,10,11,258091.65,0.68,0
243027.86,239668.62,311449.62,71781.01,0.23,0,8,9,90801.94,0.91,0
561041.82,542159.63,580100.98,37941.36,0.065,1,7,10,179908.96,0.73,0
129930.34,130925.76,144610.33,13684.58,0.095,0,5,12,47017.2,0.5,0
1185667.52,1183777.23,1384165.51,200388.27,0.145,3,15,22,377490.99,0.83,0
563787.02,557970.1,564690.0,6719.9,0.012,0,8,19,153640.19,0.78,0
69374.54,76368.86,85247.59,8878.74,0.104,0,5,13,26141.36,0.65,1
720355.11,724933.54,748774.06,23840.52,0.032,1,8,23,253857.56,0.86,0
131986.88,148556.14,160661.1,12104.95,0.075,1,8,10,43937.91,0.77,1
1119882.87,1075141.0,1374620.83,299479.84,0.218,2,12,16,268345.79,0.78,0
1414561.33,1610987.68,1646618.26,35630.58,0.022,0,14,13,465083.84,0.83,0
164219.25,175391.55,199243.66,23852.11,0.12,1,5,3,49865.09,0.62,1
55043.29,58343.14,65824.55,7481.41,0.114,2,9,16,14742.31,0.91,1
662175.41,685761.77,776844.66,91082.89,0.117,0,8,8,243332.32,0.66,0
137318.92,138625.21,160825.53,22200.31,0.138,0,4,13,49617.13,0.64,0
112977.15,112444.61,135937.37,23492.77,0.173,0,7,13,33498.43,0.89,0
1500168.0,1474412.11,1739687.7,265275.59,0.152,1,11,23,547128.66,0.68,0
136748.58,129770.63,158918.68,29148.05,0.183,0,10,5,28874.43,0.88,0
667983.29,641791.59,746840.12,105048.52,0.141,0,4,11,143862.19,0.76,0
96327.08,93108.24,121314.37,28206.14,0.233,0,11,11,29253.74,0.8,0
1490079.6,1623114.38,1703435.28,80320.91,0.047,3,18,4,607472.19,0.78,0
524352.0,623509.0,635158.72,11649.72,0.018,0,12,9,149217.01,0.82,1
98271.94,96490.33,116273.16,19782.83,0.17,0,2,11,21534.79,0.85,0
673128.31,740392.15,765969.55,25577.4,0.033,0,10,23,249970.11,0.65,0
159045.55,169292.39,174826.59,5534.2,0.032,0,10,14,44896.31,0.62,0
1517955.89,1437831.95,1728001.52,290169.57,0.168,2,17,18,398279.05,0.87,0
133698.04,127293.95,148593.38,21299.43,0.143,0,5,12,42359.85,0.5,0
312106.11,373651.22,344493.58,-29157.63,-0.085,0,8,17,110256.7,0.95,0
158529.06,151416.62,189945.35,38528.73,0.203,1,7,17,51641.61,0.72,0
130748.22,129188.74,150625.39,21436.65,0.142,0,6,10,38192.47,0.83,0
78341.88,87432.14,91298.26,3866.12,0.042,0,8,17,20316.34,0.58,0
1737223.2,1501905.88,1980639.35,478733.46,0.242,0,10,10,563412.25,0.84,0
1463677.37,1593867.62,1762474.11,168606.49,0.096,1,11,21,470057.42,0.92,0
1313557.98,1479856.29,1617804.22,137947.93,0.085,0,11,29,353768.54,0.74,0
184901.19,198627.83,198557.01,-70.82,-0.0,0,6,11,50210.45,0.69,0
1960050.25,2298444.12,2338080.82,39636.7,0.017,1,14,19,871772.0,0.88,0
116144.61,133876.22,123546.81,-10329.41,-0.084,0,5,18,45082.8,0.74,0
74597.51,75162.01,89282.45,14120.44,0.158,0,4,9,22416.53,0.78,0
721348.29,715953.53,876343.49,160389.95,0.183,1,8,24,245489.86,0.83,0
478784.75,511835.49,556111.86,44276.38,0.08,0,6,16,127453.25,0.95,0
106130.0,104768.84,127677.52,22908.68,0.179,0,2,9,36056.81,0.94,0
1515912.24,1596218.98,1715673.97,119454.98,0.07,0,14,18,577686.31,0.57,0
101210.81,108047.06,116550.0,8502.93,0.073,0,5,11,30209.39,0.75,0
68596.48,70191.34,80312.07,10120.73,0.126,0,3,10,20569.0,0.67,0
85342.09,89132.29,102286.34,13154.05,0.129,0,7,16,33717.05,0.67,0
720874.08,775517.85,816168.68,40650.83,0.05,1,10,15,254122.82,0.76,1
1362480.49,1275284.88,1796953.64,521668.75,0.29,1,16,21,282308.24,0.65,0
1292988.21,1509220.34,1504535.13,-4685.2,-0.003,0,12,17,339040.62,0.76,0
801642.69,941403.15,950188.26,8785.11,0.009,1,11,9,317683.19,0.89,0
2098110.62,2066827.2,2447236.79,380409.59,0.155,1,15,24,709129.78,0.66,0
697372.16,689570.0,865772.46,176202.46,0.204,0,13,9,167766.07,0.57,0
2431015.32,2304132.28,2838963.73,534831.45,0.188,0,17,22,864988.3,0.61,0
575902.01,541087.48,714479.3,173391.82,0.243,0,8,17,196011.86,0.79,0
1416714.39,1470529.63,1704029.8,233500.17,0.137,0,10,19,418859.96,0.69,0
142844.11,146391.19,165833.12,19441.92,0.117,2,11,8,40310.34,0.9,0
99382.43,103692.45,115888.65,12196.2,0.105,1,9,12,28811.41,0.77,0
106319.31,110938.89,116081.8,5142.92,0.044,0,4,3,38351.61,0.81,0
163099.75,136278.18,187134.29,50856.12,0.272,0,10,10,51402.98,0.75,0
137095.04,154490.69,148281.23,-6209.46,-0.042,0,9,10,38525.35,0.58,0
799360.81,906631.88,915555.49,8923.61,0.01,0,6,25,217798.54,0.81,0
373501.02,384923.33,469173.77,84250.45,0.18,0,8,12,113523.96,0.76,0
1578485.53,1613258.9,1741504.96,128246.06,0.074,1,10,21,597915.35,0.87,0
416116.16,417188.1,480774.22,63586.12,0.132,1,6,12,122655.57,0.75,0
1605261.16,1632223.6,2015814.16,383590.56,0.19,2,14,13,618874.86,0.77,1
1482749.11,1528291.66,1795044.58,266752.91,0.149,1,11,17,524005.37,0.71,0
479359.64,538203.9,546421.34,8217.44,0.015,0,9,22,178494.65,0.85,0
390820.73,436748.47,465868.87,29120.4,0.063,0,10,12,128534.75,0.72,0
504905.01,594943.63,625214.1,30270.47,0.048,0,11,17,148453.67,0.69,1
809265.29,808202.51,975010.02,166807.51,0.171,2,14,19,291761.04,0.86,0
50000.0,60122.21,60290.43,168.22,0.003,0,5,15,21269.92,0.87,0
676280.3,719355.95,698104.17,-21251.78,-0.03,0,6,15,232924.22,0.64,1
98572.52,114755.36,112819.32,-1936.05,-0.017,0,4,14,41266.41,0.71,1
133147.29,138413.8,152913.72,14499.92,0.095,0,4,18,48819.1,0.8,0
90131.84,91082.75,106423.58,15340.84,0.144,0,2,10,29423.34,0.95,0
730109.17,658211.92,792389.37,134177.45,0.169,1,9,12,201002.38,0.8,0
132236.8,150603.89,153126.67,2522.78,0.016,0,7,11,45671.44,0.8,0
1509476.7,1611212.23,1764814.74,153602.51,0.087,0,16,17,562224.3,0.84,0
457643.96,428846.23,606639.41,177793.18,0.293,0,8,14,131206.92,0.9,0
134734.08,140937.6,142026.66,1089.06,0.008,0,7,17,51892.71,0.72,0
116675.79,123006.88,139132.98,16126.1,0.116,0,10,18,41597.18,0.86,0
747892.26,658203.4,911489.4,253286.01,0.278,0,14,17,211106.09,0.68,0
105077.63,114401.19,113819.86,-581.32,-0.005,0,2,6,40325.14,0.74,0
601150.98,632011.71,654565.46,22553.75,0.034,0,6,4,172943.46,0.71,0
747160.64,866842.29,856018.84,-10823.44,-0.013,1,9,22,262700.61,0.72,1
864370.97,864053.29,1038502.44,174449.16,0.168,1,7,13,221940.7,0.63,1
121026.61,123760.64,150990.81,27230.18,0.18,1,10,13,41680.09,0.67,0
585208.74,641881.36,722373.17,80491.81,0.111,1,9,20,153870.23,0.58,0
450775.35,460937.85,546230.64,85292.79,0.156,0,4,13,132053.86,0.89,0
1906832.01,1845037.53,2359916.31,514878.78,0.218,1,17,19,529847.19,0.95,0
1570307.91,1639938.01,1851235.55,211297.54,0.114,1,11,22,568270.83,0.63,0
115303.59,124932.93,134759.05,9826.12,0.073,0,8,16,28137.99,0.5,1
364472.69,371803.71,439125.89,67322.19,0.153,1,8,21,103437.94,0.76,1
636367.53,664619.88,743774.84,79154.96,0.106,0,9,6,159784.32,0.82,0
516946.87,586151.66,599218.96,13067.3,0.022,0,7,13,200307.35,0.61,0
1247311.28,1126471.24,1434370.79,307899.55,0.215,1,10,17,350801.45,0.71,0
689737.62,786240.13,868638.71,82398.58,0.095,1,10,17,221832.08,0.91,0
97932.99,102825.89,128516.59,25690.7,0.2,0,2,21,26051.88,0.75,0
468736.24,468098.87,578135.25,110036.38,0.19,1,12,18,136888.99,0.81,0
663114.98,734625.14,769453.27,34828.13,0.045,0,5,12,182515.95,0.87,0
660671.3,649919.96,778707.82,128787.86,0.165,0,7,23,201777.1,0.61,0
1603066.37,1759932.46,1910921.88,150989.42,0.079,1,14,29,463885.7,0.65,1
113012.72,106871.26,129531.69,22660.43,0.175,1,10,23,39713.75,0.87,0
251186.98,272213.54,300196.78,27983.23,0.093,0,7,11,91114.31,0.65,0
163825.57,172609.59,197329.4,24719.81,0.125,0,6,12,62562.25,0.92,0
470806.78,505616.35,564852.8,59236.45,0.105,0,7,13,113584.88,0.69,1
1666399.23,1753720.39,1930365.76,176645.36,0.092,0,12,13,481922.36,0.73,0
201246.35,205975.81,229326.41,23350.6,0.102,0,6,11,64935.88,0.78,0
832867.13,868796.82,995460.3,126663.47,0.127,0,4,7,268849.01,0.68,0
1105575.34,1063231.05,1321219.33,257988.28,0.195,1,9,16,364123.84,0.78,0
140386.65,169325.65,160508.08,-8817.57,-0.055,1,10,17,38218.14,0.95,1
475141.58,484609.13,534283.73,49674.6,0.093,0,11,12,108745.14,0.78,0
854871.84,853365.5,1038357.89,184992.39,0.178,1,11,12,303908.16,0.95,0
61963.48,63067.37,68234.67,5167.3,0.076,0,2,18,16887.82,0.5,1
131732.65,137241.87,148922.99,11681.12,0.078,0,7,10,45878.7,0.63,0
121858.45,131705.15,144094.3,12389.15,0.086,1,11,12,33487.17,0.5,0
87872.8,89161.04,105570.39,16409.35,0.155,0,9,8,32638.06,0.77,0
209478.84,230723.64,248610.52,17886.88,0.072,1,6,3,55705.87,0.82,0
768863.53,785808.86,928080.44,142271.59,0.153,0,9,16,223991.77,0.71,0
422820.97,483700.9,564528.33,80827.43,0.143,0,5,13,140362.93,0.56,1
140571.18,140351.72,171089.81,30738.08,0.18,0,9,10,36975.01,0.75,0
1281763.82,1401899.93,1605597.18,203697.25,0.127,1,13,15,458466.51,0.87,0
465048.35,510296.24,541448.02,31151.78,0.058,0,4,11,118790.03,0.88,0
249589.56,260112.24,310519.67,50407.44,0.162,1,6,14,79549.83,0.83,1
677408.25,776336.65,743624.55,-32712.09,-0.044,0,6,19,268376.7,0.73,1
839238.03,840645.94,1015515.7,174869.76,0.172,0,6,13,266128.59,0.77,0
150375.02,162976.49,168017.02,5040.53,0.03,0,10,8,55311.63,0.78,0
668231.37,768941.12,719154.38,-49786.74,-0.069,0,11,23,173243.48,0.76,0
374395.35,427254.11,441623.52,14369.41,0.033,0,6,10,132566.22,0.81,0
1406487.72,1556600.96,1631338.2,74737.23,0.046,1,11,25,441670.62,0.77,0
115440.79,117623.28,136990.52,19367.23,0.141,0,2,12,37628.17,0.74,0
550901.16,563951.37,672944.55,108993.18,0.162,0,10,12,125278.85,0.82,0
518151.15,501382.76,578994.69,77611.93,0.134,0,2,18,174659.4,0.95,0
134762.08,131672.33,152271.07,20598.74,0.135,1,6,12,35662.88,0.85,0
1830521.89,1988530.94,2289406.72,300875.78,0.131,1,13,15,564930.3,0.53,0
431375.1,430184.66,470321.39,40136.72,0.085,1,10,14,154142.18,0.77,0
537715.92,511761.5,572160.75,60399.25,0.106,0,8,23,161483.33,0.55,0
106808.07,112153.08,125588.56,13435.47,0.107,1,7,4,28157.82,0.78,0
411353.18,469196.1,491835.25,22639.15,0.046,1,6,14,125279.26,0.8,1
1739966.19,1708872.6,2059626.93,350754.33,0.17,2,15,17,577174.37,0.75,0
676242.98,762166.65,741733.33,-20433.32,-0.028,0,12,8,267072.22,0.88,0
599049.88,611233.57,757980.68,146747.11,0.194,0,7,21,140149.83,0.74,0
668405.94,576999.26,801133.54,224134.28,0.28,0,8,18,144123.53,0.85,0
141733.58,174918.23,177358.56,2440.33,0.014,0,5,11,38663.63,0.67,0
636067.13,669441.48,785897.81,116456.33,0.148,0,6,24,217525.52,0.8,0
405425.36,452165.42,512156.76,59991.35,0.117,0,5,5,146041.02,0.87,0
112719.4,126438.92,127021.28,582.36,0.005,0,6,9,32255.39,0.69,0
89094.52,94930.56,102816.1,7885.54,0.077,0,2,11,34225.67,0.85,0
766576.88,777209.24,883322.94,106113.7,0.12,0,5,18,239493.94,0.72,0
67839.87,76539.67,78442.74,1903.07,0.024,0,11,17,18238.42,0.88,0
511885.2,555277.6,624970.67,69693.07,0.112,0,8,9,193339.27,0.67,0
756259.93,743338.13,807188.42,63850.29,0.079,1,11,23,267201.72,0.62,0
928384.3,1007223.37,1148394.69,141171.32,0.123,0,11,8,339406.22,0.55,1
130978.73,133694.91,167275.57,33580.66,0.201,0,2,6,41507.14,0.74,0
1202373.1,1311275.95,1352394.0,41118.05,0.03,1,10,13,318544.8,0.68,0
1755010.92,1751830.45,1972720.34,220889.89,0.112,2,10,17,522716.54,0.72,1
613876.89,616983.86,751996.92,135013.06,0.18,0,9,13,203360.84,0.8,0
52524.92,56390.04,68182.32,11792.28,0.173,1,8,15,14004.91,0.73,0
167135.79,195209.67,193258.45,-1951.23,-0.01,0,9,13,58438.99,0.68,0
588571.86,675848.69,740076.63,64227.95,0.087,0,8,12,157132.58,0.95,0
595497.64,697389.39,695533.5,-1855.89,-0.003,0,6,11,177665.08,0.83,0
147336.59,144845.56,175892.82,31047.27,0.177,0,4,17,41221.28,0.56,0
692611.06,697122.34,766528.01,69405.67,0.091,0,9,21,245482.25,0.65,0
154575.66,153450.75,171964.97,18514.21,0.108,0,4,11,37103.85,0.76,0
495424.75,509682.69,593357.65,83674.96,0.141,1,7,7,185337.36,0.77,0
94126.55,92868.99,109975.94,17106.95,0.156,0,12,8,25506.25,0.63,0
97479.43,94098.41,109377.76,15279.36,0.14,1,6,6,24863.22,0.6,0
1451440.57,1701229.54,1798584.73,97355.19,0.054,2,14,17,475748.16,0.83,1
132355.85,140502.18,154298.98,13796.8,0.089,0,4,14,37054.64,0.8,0
114632.09,123052.12,135216.07,12163.96,0.09,0,6,7,44822.19,0.89,0
571141.61,593708.24,667620.76,73912.52,0.111,1,7,17,186585.96,0.84,0
426343.06,442936.3,502797.98,59861.68,0.119,0,5,10,99146.57,0.87,0
662932.57,634178.04,817599.25,183421.21,0.224,1,5,7,143079.46,0.8,0
116455.76,113427.95,130373.31,16945.36,0.13,0,5,12,38567.03,0.69,0
775984.36,853815.86,863506.14,9690.28,0.011,0,5,15,242166.92,0.82,0
90664.35,90477.26,110638.84,20161.58,0.182,0,5,10,33411.66,0.67,0
1039949.82,1116409.0,1227644.13,111235.12,0.091,0,14,14,384697.06,0.71,0
119691.65,121680.78,136151.99,14471.21,0.106,0,5,12,33991.25,0.74,0
693554.56,692814.48,883277.06,190462.58,0.216,0,8,7,212970.95,0.83,0
118048.95,127238.78,130751.62,3512.84,0.027,1,3,6,43462.3,0.71,1
